?	liquid	tnk_failure_pressure	liquid_ratio	tnk_width	tnk_length	tnk_height	BLEVE_height	vapour_temperature	liquid_temperature	status	gas_height	sensor_dist
G299	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	27
G300	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	28
G301	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	29
G302	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	30
G303	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	31
G304	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	32
G305	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	33
G306	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	34
G307	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	35
G308	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	36
G309	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	37
G310	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	38
G311	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	39
G312	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	40
G313	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	41
G314	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	42
G315	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	43
G316	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	44
G317	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	45
G318	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	46
G319	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	47
G320	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	48
G321	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	49
G322	1	13.3	0.8186652	0.8	8.6	1.2	0.2	492.8	402.6	0	0.4	50
G323	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	5
G324	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	6
G325	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	7
G326	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	8
G327	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	9
G328	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	10
G329	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	11
G330	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	12
G331	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	13
G332	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	14
G333	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	15
G334	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	16
G335	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	17
G336	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	18
G337	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	19
G338	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	20
G339	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	21
G340	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	22
G341	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	23
G342	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	24
G343	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	25
G344	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	26
G345	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	27
G346	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	28
G347	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	29
G348	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	30
G349	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	31
G350	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	32
G351	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	33
G352	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	34
G353	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	35
G354	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	36
G355	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	37
G356	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	38
G357	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	39
G358	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	40
G359	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	41
G360	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	42
G361	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	43
G362	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	44
G363	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	45
G364	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	46
G365	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	47
G366	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	48
G367	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	49
G368	1	9.3	0.3428358	3	1	1.2	1.2	554.9	373.7	0	0.8	50
G369	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	5
G370	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	6
G371	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	7
G372	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	8
G373	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	9
G374	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	10
G375	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	11
G376	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	12
G377	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	13
G378	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	14
G379	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	15
G380	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	16
G381	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	17
G382	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	18
G383	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	19
G384	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	20
G385	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	21
G386	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	22
G387	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	23
G388	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	24
G389	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	25
G390	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	26
G391	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	27
G392	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	28
G393	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	29
G394	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	30
G395	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	31
G396	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	32
G397	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	33
G398	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	34
G399	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	35
G400	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	36
G401	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	37
G402	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	38
G403	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	39
G404	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	40
G405	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	41
G406	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	42
G407	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	43
G408	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	44
G409	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	45
G410	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	46
G411	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	47
G412	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	48
G413	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	49
G414	1	8.3	0.7677645	0.6	8.8	0.8	1.4	346.6	412.5	0	0.2	50
G415	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	5
G416	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	6
G417	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	7
G418	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	8
G419	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	9
G420	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	10
G421	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	11
G422	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	12
G423	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	13
G424	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	14
G425	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	15
G426	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	16
G427	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	17
G428	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	18
G429	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	19
G430	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	20
G431	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	21
G432	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	22
G433	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	23
G434	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	24
G435	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	25
G436	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	26
G437	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	27
G438	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	28
G439	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	29
G440	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	30
G441	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	31
G442	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	32
G443	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	33
G444	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	34
G445	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	35
G446	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	36
G447	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	37
G448	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	38
G449	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	39
G450	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	40
G451	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	41
G452	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	42
G453	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	43
G454	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	44
G455	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	45
G456	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	46
G457	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	47
G458	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	48
G459	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	49
G460	1	35.8	0.8939903	1.8	8	1	1.4	340	368.7	1	0.2	50
G461	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	5
G462	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	6
G463	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	7
G464	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	8
G465	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	9
G466	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	10
G467	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	11
G468	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	12
G469	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	13
G470	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	14
G471	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	15
G472	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	16
G473	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	17
G474	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	18
G475	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	19
G476	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	20
G477	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	21
G478	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	22
G479	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	23
G480	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	24
G481	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	25
G482	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	26
G483	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	27
G484	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	28
G485	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	29
G486	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	30
G487	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	31
G488	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	32
G489	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	33
G490	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	34
G491	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	35
G492	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	36
G493	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	37
G494	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	38
G495	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	39
G496	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	40
G497	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	41
G498	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	42
G499	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	43
G500	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	44
G501	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	45
G502	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	46
G503	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	47
G504	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	48
G505	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	49
G506	1	22.3	0.3387812	1	6.6	1.6	0.8	386.1	392.6	1	1	50
G507	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	5
G508	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	6
G509	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	7
G510	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	8
G511	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	9
G512	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	10
G513	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	11
G514	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	12
G515	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	13
G516	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	14
G517	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	15
G518	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	16
G519	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	17
G520	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	18
G521	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	19
G522	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	20
G523	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	21
G524	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	22
G525	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	23
G526	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	24
G527	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	25
G528	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	26
G529	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	27
G530	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	28
G531	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	29
G532	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	30
G533	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	31
G534	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	32
G535	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	33
G536	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	34
G537	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	35
G538	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	36
G539	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	37
G540	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	38
G541	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	39
G542	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	40
G543	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	41
G544	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	42
G545	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	43
G546	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	44
G547	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	45
G548	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	46
G549	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	47
G550	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	48
G551	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	49
G552	1	23.8	0.3692956	1.2	7.6	1	1.6	383.5	337.3	1	0.6	50
G553	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	5
G554	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	6
G555	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	7
G556	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	8
G557	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	9
G558	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	10
G559	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	11
G560	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	12
G561	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	13
G562	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	14
G563	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	15
G564	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	16
G565	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	17
G566	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	18
G567	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	19
G568	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	20
G569	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	21
G570	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	22
G571	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	23
G572	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	24
G573	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	25
G574	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	26
G575	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	27
G576	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	28
G577	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	29
G578	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	30
G579	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	31
G580	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	32
G581	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	33
G582	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	34
G583	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	35
G584	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	36
G585	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	37
G586	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	38
G587	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	39
G588	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	40
G589	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	41
G590	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	42
G591	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	43
G592	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	44
G593	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	45
G594	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	46
G595	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	47
G596	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	48
G597	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	49
G598	1	17.4	0.5768433	0.8	9.4	2.2	1	371	330.7	1	1	50
G599	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	5
G600	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	6
G601	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	7
G602	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	8
G603	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	9
G604	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	10
G605	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	11
G606	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	12
G607	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	13
G608	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	14
G609	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	15
G610	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	16
G611	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	17
G612	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	18
G613	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	19
G614	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	20
G615	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	21
G616	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	22
G617	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	23
G618	1	19.8	0.7774823	1.6	6	3	1.6	318	303.4	1	0.6	24
